CD TYPE STATUT (statuts);CODE STATUT (statuts);LABEL STATUT (statuts);LB TYPE STATUT (statuts);CD NOM (statuts)
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103027
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;106517
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109126
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;111815
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103267
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103987
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;104340
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5659
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5839
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128311
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;116547
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;119509
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;119533
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105841
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5892
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5939
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5961
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5969
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6136
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6216
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6216
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65335
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;130492
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;130492
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109139
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;110410
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;110987
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;112413
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6254
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6505
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6507
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;108703
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;80211
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;80211
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;113508
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;116979
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6596
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6754
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6769
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65284
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65284
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;80037
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;80037
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;80911
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65456
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;120732
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;121581
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;122329
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434079
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;82833
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;82931
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;96465
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115228
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115270
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;86983
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;86983
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94289
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;127547
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;86492
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;127429
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1952
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115326
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;138907
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2001
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2584
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2584
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;814245
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;814245
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2538
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4588
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4588
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2563
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99721
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99721
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;108597
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;610907
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;84290
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;86751
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;86751
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88893
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94645
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94645
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65312
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65312
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60176
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2497
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2489
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2489
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2473
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2486
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2514
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2517
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2517
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2508
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2508
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3688
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5818
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5818
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5926
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;80212
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;87106
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;90222
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103120
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105159
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2873
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2938
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3540
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3540
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3525
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4247
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4603
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;534752
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4254
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6294
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105159
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105159
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128782
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;610681
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;965
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;977
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4112
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4112
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2616
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;974
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1958
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3814
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1972
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2757
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1970
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2801
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3388
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3142
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3311
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2568
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3239
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;836203
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;836203
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1991
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1998
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1998
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1984
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3422
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2576
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2576
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3112
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4187
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3239
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3343
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2411
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2447
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;965
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;998
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3239
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3239
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3195
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2911
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3142
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3142
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2568
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2563
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;459627
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3120
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2543
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2543
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3619
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4167
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4172
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2996
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3482
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3582
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434208
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434209
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;252
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1973
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2568
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3272
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3511
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4187
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;9538
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;24531
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;200118
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3586
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3656
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3595
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3733
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3733
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4049
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4049
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4064
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4272
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3187
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3439
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4127
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4127
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434377
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;67778
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;78141
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249354
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3978
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4155
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4625
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2767
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2767
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;459478
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2840
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4485
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3741
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1820
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;54271
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;82903
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;87044
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;95561
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;66315
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4375
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;69182
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;67606
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;67765
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;87720
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88493
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88949
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;89920
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;92029
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94066
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94289
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;444432
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65356
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;117096
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;281
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;95442
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99881
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99922
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;102870
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103301
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3293
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3293
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3522
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2750
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;956
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;971
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;199312
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;199312
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5642
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5782
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5965
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88344
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;104665
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105407
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;106026
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;106419
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109102
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2816
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2411
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2411
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2911
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2911
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2440
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4023
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3089
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4619
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4619
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3053
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6210
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434203
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105407
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109769
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109869
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115258
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;124699
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;124699
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126276
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126276
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;112421
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;113321
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115256
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;116547
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;117590
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;106807
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;106807
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;351
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;95442
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99211
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434441
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434441
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;610910
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;252
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;444440
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;444441
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;444441
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65327
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65395
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65415
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;124740
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;125025
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;125976
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;127429
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128970
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;79301
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;77955
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65133
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4726
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;199909
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65878
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65899
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60418
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;53979
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;54029
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65145
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;66100
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;77600
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;77600
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;77600
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;219756
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;444430
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60468
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4988
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5120
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60062
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;64208
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;248575
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249107
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249670
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;520893
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;781902
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;67606
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60468
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60468
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60490
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60490
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4568
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3297
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2801
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1973
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1995
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2741
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2676
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5356
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5356
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5362
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5516
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;104349
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105548
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;69783
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;70554
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2603
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2603
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3076
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2844
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2844
